location,date,age_group
Italy,2023-06-16,50-59
Italy,2023-06-16,60-69
Italy,2023-06-16,70-79
Italy,2023-06-16,80+
Italy,2023-06-23,0-17
Italy,2023-06-23,18-24
Italy,2023-06-23,25-49
Italy,2023-06-23,50-59
Italy,2023-06-23,60-69
Italy,2023-06-23,70-79
Italy,2023-06-23,80+
Italy,2023-06-30,0-17
Italy,2023-06-30,18-24
Italy,2023-06-30,25-49
Italy,2023-06-30,50-59
Italy,2023-06-30,60-69
Italy,2023-06-30,70-79
Italy,2023-06-30,80+
Italy,2023-07-07,0-17
Italy,2023-07-07,18-24
Italy,2023-07-07,25-49
Italy,2023-07-07,50-59
Italy,2023-07-07,60-69
Italy,2023-07-07,70-79
Italy,2023-07-07,80+
Italy,2023-07-14,0-17
Italy,2023-07-14,18-24
Italy,2023-07-14,25-49
Italy,2023-07-14,50-59
Italy,2023-07-14,60-69
Italy,2023-07-14,70-79
Italy,2023-07-14,80+
Italy,2023-07-21,0-17
Italy,2023-07-21,18-24
Italy,2023-07-21,25-49
Italy,2023-07-21,50-59
Italy,2023-07-21,60-69
Italy,2023-07-21,70-79
Italy,2023-07-21,80+
Italy,2023-07-28,0-17
Italy,2023-07-28,18-24
Italy,2023-07-28,25-49
Italy,2023-07-28,50-59
Italy,2023-07-28,60-69
Italy,2023-07-28,70-79
Italy,2023-07-28,80+
Italy,2023-08-04,0-17
Italy,2023-08-04,18-24
Italy,2023-08-04,25-49
Italy,2023-08-04,50-59
Italy,2023-08-04,60-69
Italy,2023-08-04,70-79
Italy,2023-08-04,80+
Italy,2023-08-11,0-17
Italy,2023-08-11,18-24
Italy,2023-08-11,25-49
Italy,2023-08-11,50-59
Italy,2023-08-11,60-69
Italy,2023-08-11,70-79
Italy,2023-08-11,80+
Italy,2023-08-18,0-17
Italy,2023-08-18,18-24
Italy,2023-08-18,25-49
Italy,2023-08-18,50-59
Italy,2023-08-18,60-69
Italy,2023-08-18,70-79
Italy,2023-08-18,80+
Italy,2023-08-25,0-17
Italy,2023-08-25,18-24
Italy,2023-08-25,25-49
Italy,2023-08-25,50-59
Italy,2023-08-25,60-69
Italy,2023-08-25,70-79
Italy,2023-08-25,80+
Italy,2023-09-01,0-17
Italy,2023-09-01,18-24
Italy,2023-09-01,25-49
Italy,2023-09-01,50-59
Italy,2023-09-01,60-69
Italy,2023-09-01,70-79
Italy,2023-09-01,80+
Italy,2023-09-08,0-17
Italy,2023-09-08,18-24
Italy,2023-09-08,25-49
Italy,2023-09-08,50-59
Italy,2023-09-08,60-69
Italy,2023-09-08,70-79
Italy,2023-09-08,80+
Italy,2023-09-15,0-17
Italy,2023-09-15,18-24
Italy,2023-09-15,25-49
Italy,2023-09-15,50-59
Italy,2023-09-15,60-69
Italy,2023-09-15,70-79
Italy,2023-09-15,80+
Italy,2023-09-22,0-17
Italy,2023-09-22,18-24
Italy,2023-09-22,25-49
Italy,2023-09-22,50-59
Italy,2023-09-22,60-69
Italy,2023-09-22,70-79
Italy,2023-09-22,80+
Italy,2023-09-29,0-17
Italy,2023-09-29,18-24
Italy,2023-09-29,25-49
Italy,2023-09-29,50-59
Italy,2023-09-29,60-69
Italy,2023-09-29,70-79
Italy,2023-09-29,80+
Japan,2021-02-17,12-64
Japan,2021-02-18,12-64
Japan,2021-02-19,12-64
Japan,2021-02-22,12-64
Japan,2021-02-24,12-64
Japan,2021-02-25,12-64
Japan,2021-02-26,12-64
Japan,2021-03-01,12-64
Japan,2021-03-02,12-64
Japan,2021-03-03,12-64
Japan,2021-03-04,12-64
Japan,2021-03-05,12-64
Japan,2021-03-08,12-64
Japan,2021-03-09,12-64
Japan,2021-03-10,12-64
Japan,2021-03-11,12-64
Japan,2021-03-12,12-64
Japan,2021-03-15,12-64
Japan,2021-03-16,12-64
Japan,2021-03-17,12-64
Japan,2021-03-18,12-64
Japan,2021-03-19,12-64
Japan,2021-03-22,12-64
Japan,2021-03-23,12-64
Japan,2021-03-24,12-64
Japan,2021-03-25,12-64
Japan,2021-03-26,12-64
Japan,2021-03-29,12-64
Japan,2021-03-30,12-64
Japan,2021-03-31,12-64
Japan,2021-04-01,12-64
Japan,2021-04-02,12-64
Japan,2021-04-05,12-64
Japan,2021-04-06,12-64
Japan,2021-04-07,12-64
Japan,2021-04-08,12-64
Japan,2021-04-09,12-64
Japan,2021-04-12,12-64
Japan,2021-04-12,65+
Japan,2021-04-13,12-64
Japan,2021-04-13,65+
Japan,2021-04-14,12-64
Japan,2021-04-14,65+
Japan,2021-04-15,12-64
Japan,2021-04-15,65+
Japan,2021-04-16,12-64
Japan,2021-04-16,65+
Japan,2021-04-17,12-64
Japan,2021-04-17,65+
Japan,2021-04-18,12-64
Japan,2021-04-18,65+
Japan,2021-04-19,12-64
Japan,2021-04-19,65+
Japan,2021-04-20,12-64
Japan,2021-04-20,65+
Japan,2021-04-21,12-64
Japan,2021-04-21,65+
Japan,2021-04-22,12-64
Japan,2021-04-22,65+
Japan,2021-04-23,12-64
Japan,2021-04-23,65+
Japan,2021-04-24,12-64
Japan,2021-04-24,65+
Japan,2021-04-25,12-64
Japan,2021-04-25,65+
Japan,2021-04-26,12-64
Japan,2021-04-26,65+
Japan,2021-04-27,12-64
Japan,2021-04-27,65+
Japan,2021-04-28,12-64
Japan,2021-04-28,65+
Japan,2021-04-29,12-64
Japan,2021-04-29,65+
Japan,2021-04-30,12-64
Japan,2021-04-30,65+
Japan,2021-05-01,12-64
Japan,2021-05-01,65+
Japan,2021-05-02,12-64
Japan,2021-05-02,65+
Japan,2021-05-03,12-64
Japan,2021-05-03,65+
Japan,2021-05-04,12-64
Japan,2021-05-04,65+
Japan,2021-05-05,12-64
Japan,2021-05-05,65+
Japan,2021-05-06,12-64
Japan,2021-05-06,65+
Japan,2021-05-07,12-64
Japan,2021-05-07,65+
Japan,2021-05-08,12-64
Japan,2021-05-08,65+
Japan,2021-05-09,12-64
Japan,2021-05-09,65+
Japan,2021-05-10,12-64
Japan,2021-05-10,65+
Japan,2021-05-11,12-64
Japan,2021-05-11,65+
Japan,2021-05-12,12-64
Japan,2021-05-12,65+
Japan,2021-05-13,12-64
Japan,2021-05-13,65+
Japan,2021-05-14,12-64
Japan,2021-05-14,65+
Japan,2021-05-15,12-64
Japan,2021-05-15,65+
Japan,2021-05-16,12-64
Japan,2021-05-16,65+
Japan,2021-05-17,12-64
Japan,2021-05-17,65+
Japan,2021-05-18,12-64
Japan,2021-05-18,65+
Japan,2021-05-19,12-64
Japan,2021-05-19,65+
Japan,2021-05-20,12-64
Japan,2021-05-20,65+
Japan,2021-05-21,12-64
Japan,2021-05-21,65+
Japan,2021-05-22,12-64
Japan,2021-05-22,65+
Japan,2021-05-23,12-64
Japan,2021-05-23,65+
Japan,2021-05-24,12-64
Japan,2021-05-24,65+
Japan,2021-05-25,12-64
Japan,2021-05-25,65+
Japan,2021-05-26,12-64
Japan,2021-05-26,65+
Japan,2021-05-27,12-64
Japan,2021-05-27,65+
Japan,2021-05-28,12-64
Japan,2021-05-28,65+
Japan,2021-05-29,12-64
Japan,2021-05-29,65+
Japan,2021-05-30,12-64
Japan,2021-05-30,65+
Japan,2021-05-31,12-64
Japan,2021-05-31,65+
Japan,2021-06-01,12-64
Japan,2021-06-01,65+
Japan,2021-06-02,12-64
Japan,2021-06-02,65+
Japan,2021-06-03,12-64
Japan,2021-06-03,65+
Japan,2021-06-04,12-64
Japan,2021-06-04,65+
Japan,2021-06-05,12-64
Japan,2021-06-05,65+
Japan,2021-06-06,12-64
Japan,2021-06-06,65+
Japan,2021-06-07,12-64
Japan,2021-06-07,65+
Japan,2021-06-08,12-64
Japan,2021-06-08,65+
Japan,2021-06-09,12-64
Japan,2021-06-09,65+
Japan,2021-06-10,12-64
Japan,2021-06-10,65+
Japan,2021-06-11,12-64
Japan,2021-06-11,65+
Japan,2021-06-12,12-64
Japan,2021-06-12,65+
Japan,2021-06-13,12-64
Japan,2021-06-13,65+
Japan,2021-06-14,12-64
Japan,2021-06-14,65+
Japan,2021-06-15,12-64
Japan,2021-06-15,65+
Japan,2021-06-16,12-64
Japan,2021-06-16,65+
Japan,2021-06-17,12-64
Japan,2021-06-17,65+
Japan,2021-06-18,12-64
Japan,2021-06-18,65+
Japan,2021-06-19,12-64
Japan,2021-06-19,65+
Japan,2021-06-20,12-64
Japan,2021-06-20,65+
Japan,2021-06-21,12-64
Japan,2021-06-21,65+
Japan,2021-06-22,12-64
Japan,2021-06-22,65+
Japan,2021-06-23,12-64
Japan,2021-06-23,65+
Japan,2021-06-24,12-64
Japan,2021-06-24,65+
Japan,2021-06-25,12-64
Japan,2021-06-25,65+
Japan,2021-06-26,12-64
Japan,2021-06-26,65+
Japan,2021-06-27,12-64
Japan,2021-06-27,65+
Japan,2021-06-28,12-64
Japan,2021-06-28,65+
Japan,2021-06-29,12-64
Japan,2021-06-29,65+
Japan,2021-06-30,12-64
Japan,2021-06-30,65+
Japan,2021-07-01,12-64
Japan,2021-07-01,65+
Japan,2021-07-02,12-64
Japan,2021-07-02,65+
Japan,2021-07-03,12-64
Japan,2021-07-03,65+
Japan,2021-07-04,12-64
Japan,2021-07-04,65+
Japan,2021-07-05,12-64
Japan,2021-07-05,65+
Japan,2021-07-06,12-64
Japan,2021-07-06,65+
Japan,2021-07-07,12-64
Japan,2021-07-07,65+
Japan,2021-07-08,12-64
Japan,2021-07-08,65+
Japan,2021-07-09,12-64
Japan,2021-07-09,65+
Japan,2021-07-10,12-64
Japan,2021-07-10,65+
Japan,2021-07-11,12-64
Japan,2021-07-11,65+
Japan,2021-07-12,12-64
Japan,2021-07-12,65+
Japan,2021-07-13,12-64
Japan,2021-07-13,65+
Japan,2021-07-14,12-64
Japan,2021-07-14,65+
Japan,2021-07-15,12-64
Japan,2021-07-15,65+
Japan,2021-07-16,12-64
Japan,2021-07-16,65+
Japan,2021-07-17,12-64
Japan,2021-07-17,65+
Japan,2021-07-18,12-64
Japan,2021-07-18,65+
Japan,2021-07-19,12-64
Japan,2021-07-19,65+
Japan,2021-07-20,12-64
Japan,2021-07-20,65+
Japan,2021-07-21,12-64
Japan,2021-07-21,65+
Japan,2021-07-22,12-64
Japan,2021-07-22,65+
Japan,2021-07-23,12-64
Japan,2021-07-23,65+
Japan,2021-07-24,12-64
Japan,2021-07-24,65+
Japan,2021-07-25,12-64
Japan,2021-07-25,65+
Japan,2021-07-26,12-64
Japan,2021-07-26,65+
Japan,2021-07-27,12-64
Japan,2021-07-27,65+
Japan,2021-07-28,12-64
Japan,2021-07-28,65+
Japan,2021-07-29,12-64
Japan,2021-07-29,65+
Japan,2021-07-30,12-64
Japan,2021-07-30,65+
Japan,2021-07-31,12-64
Japan,2021-07-31,65+
Japan,2021-08-01,12-64
Japan,2021-08-01,65+
Japan,2021-08-02,12-64
Japan,2021-08-02,65+
Japan,2021-08-03,12-64
Japan,2021-08-03,65+
Japan,2021-08-04,12-64
Japan,2021-08-04,65+
Japan,2021-08-05,12-64
Japan,2021-08-05,65+
Japan,2021-08-06,12-64
Japan,2021-08-06,65+
Japan,2021-08-07,12-64
Japan,2021-08-07,65+
Japan,2021-08-08,12-64
Japan,2021-08-08,65+
Japan,2021-08-09,12-64
Japan,2021-08-09,65+
Japan,2021-08-10,12-64
Japan,2021-08-10,65+
Japan,2021-08-11,12-64
Japan,2021-08-11,65+
Japan,2021-08-12,12-64
Japan,2021-08-12,65+
Japan,2021-08-13,12-64
Japan,2021-08-13,65+
Japan,2021-08-14,12-64
Japan,2021-08-14,65+
Japan,2021-08-15,12-64
Japan,2021-08-15,65+
Japan,2021-08-16,12-64
Japan,2021-08-16,65+
Japan,2021-08-17,12-64
Japan,2021-08-17,65+
Japan,2021-08-18,12-64
Japan,2021-08-18,65+
Japan,2021-08-19,12-64
Japan,2021-08-19,65+
Japan,2021-08-20,12-64
Japan,2021-08-20,65+
Japan,2021-08-21,12-64
Japan,2021-08-21,65+
Japan,2021-08-22,12-64
Japan,2021-08-22,65+
Japan,2021-08-23,12-64
Japan,2021-08-23,65+
Japan,2021-08-24,12-64
Japan,2021-08-24,65+
Japan,2021-08-25,12-64
Japan,2021-08-25,65+
Japan,2021-08-26,12-64
Japan,2021-08-26,65+
Japan,2021-08-27,12-64
Japan,2021-08-27,65+
Japan,2021-08-28,12-64
Japan,2021-08-28,65+
Japan,2021-08-29,12-64
Japan,2021-08-29,65+
Japan,2021-08-30,12-64
Japan,2021-08-30,65+
Japan,2021-08-31,12-64
Japan,2021-08-31,65+
Japan,2021-09-01,12-64
Japan,2021-09-01,65+
Japan,2021-09-02,12-64
Japan,2021-09-02,65+
Japan,2021-09-03,12-64
Japan,2021-09-03,65+
Japan,2021-09-04,12-64
Japan,2021-09-04,65+
Japan,2021-09-05,12-64
Japan,2021-09-05,65+
Japan,2021-09-06,12-64
Japan,2021-09-06,65+
Japan,2021-09-07,12-64
Japan,2021-09-07,65+
Japan,2021-09-08,12-64
Japan,2021-09-08,65+
Japan,2021-09-09,12-64
Japan,2021-09-09,65+
Japan,2021-09-10,12-64
Japan,2021-09-10,65+
Japan,2021-09-11,12-64
Japan,2021-09-11,65+
Japan,2021-09-12,12-64
Japan,2021-09-12,65+
Japan,2021-09-13,12-64
Japan,2021-09-13,65+
Japan,2021-09-14,12-64
Japan,2021-09-14,65+
Japan,2021-09-15,12-64
Japan,2021-09-15,65+
Japan,2021-09-16,12-64
Japan,2021-09-16,65+
Japan,2021-09-17,12-64
Japan,2021-09-17,65+
Japan,2021-09-18,12-64
Japan,2021-09-18,65+
Japan,2021-09-19,12-64
Japan,2021-09-19,65+
Japan,2021-09-20,12-64
Japan,2021-09-20,65+
Japan,2021-09-21,12-64
Japan,2021-09-21,65+
Japan,2021-09-22,12-64
Japan,2021-09-22,65+
Japan,2021-09-23,12-64
Japan,2021-09-23,65+
Japan,2021-09-24,12-64
Japan,2021-09-24,65+
Japan,2021-09-25,12-64
Japan,2021-09-25,65+
Japan,2021-09-26,12-64
Japan,2021-09-26,65+
Japan,2021-09-27,12-64
Japan,2021-09-27,65+
Japan,2021-09-28,12-64
Japan,2021-09-28,65+
Japan,2021-09-29,12-64
Japan,2021-09-29,65+
Japan,2021-09-30,12-64
Japan,2021-09-30,65+
Japan,2021-10-01,12-64
Japan,2021-10-01,65+
Japan,2021-10-02,12-64
Japan,2021-10-02,65+
Japan,2021-10-03,12-64
Japan,2021-10-03,65+
Japan,2021-10-04,12-64
Japan,2021-10-04,65+
Japan,2021-10-05,12-64
Japan,2021-10-05,65+
Japan,2021-10-06,12-64
Japan,2021-10-06,65+
Japan,2021-10-07,12-64
Japan,2021-10-07,65+
Japan,2021-10-08,12-64
Japan,2021-10-08,65+
Japan,2021-10-09,12-64
Japan,2021-10-09,65+
Japan,2021-10-10,12-64
Japan,2021-10-10,65+
Japan,2021-10-11,12-64
Japan,2021-10-11,65+
Japan,2021-10-12,12-64
Japan,2021-10-12,65+
Japan,2021-10-13,12-64
Japan,2021-10-13,65+
Japan,2021-10-14,12-64
Japan,2021-10-14,65+
Japan,2021-10-15,12-64
Japan,2021-10-15,65+
Japan,2021-10-16,12-64
Japan,2021-10-16,65+
Japan,2021-10-17,12-64
Japan,2021-10-17,65+
Japan,2021-10-18,12-64
Japan,2021-10-18,65+
Japan,2021-10-19,12-64
Japan,2021-10-19,65+
Japan,2021-10-20,12-64
Japan,2021-10-20,65+
Japan,2021-10-21,12-64
Japan,2021-10-21,65+
Japan,2021-10-22,12-64
Japan,2021-10-22,65+
Japan,2021-10-23,12-64
Japan,2021-10-23,65+
Japan,2021-10-24,12-64
Japan,2021-10-24,65+
Japan,2021-10-25,12-64
Japan,2021-10-25,65+
Japan,2021-10-26,12-64
Japan,2021-10-26,65+
Japan,2021-10-27,12-64
Japan,2021-10-27,65+
Japan,2021-10-28,12-64
Japan,2021-10-28,65+
Japan,2021-10-29,12-64
Japan,2021-10-29,65+
Japan,2021-10-30,12-64
Japan,2021-10-30,65+
Japan,2021-10-31,12-64
Japan,2021-10-31,65+
Japan,2021-11-01,12-64
Japan,2021-11-01,65+
Japan,2021-11-02,12-64
Japan,2021-11-02,65+
Japan,2021-11-03,12-64
Japan,2021-11-03,65+
Japan,2021-11-04,12-64
Japan,2021-11-04,65+
Japan,2021-11-05,12-64
Japan,2021-11-05,65+
Japan,2021-11-06,12-64
Japan,2021-11-06,65+
Japan,2021-11-07,12-64
Japan,2021-11-07,65+
Japan,2021-11-08,12-64
Japan,2021-11-08,65+
Japan,2021-11-09,12-64
Japan,2021-11-09,65+
Japan,2021-11-10,12-64
Japan,2021-11-10,65+
Japan,2021-11-11,12-64
Japan,2021-11-11,65+
Japan,2021-11-12,12-64
Japan,2021-11-12,65+
Japan,2021-11-13,12-64
Japan,2021-11-13,65+
Japan,2021-11-14,12-64
Japan,2021-11-14,65+
Japan,2021-11-15,12-64
Japan,2021-11-15,65+
Japan,2021-11-16,12-64
Japan,2021-11-16,65+
Japan,2021-11-17,12-64
Japan,2021-11-17,65+
Japan,2021-11-18,12-64
Japan,2021-11-18,65+
Japan,2021-11-19,12-64
Japan,2021-11-19,65+
Japan,2021-11-20,12-64
Japan,2021-11-20,65+
Japan,2021-11-21,12-64
Japan,2021-11-21,65+
Japan,2021-11-22,12-64
Japan,2021-11-22,65+
Japan,2021-11-23,12-64
Japan,2021-11-23,65+
Japan,2021-11-24,12-64
Japan,2021-11-24,65+
Japan,2021-11-25,12-64
Japan,2021-11-25,65+
Japan,2021-11-26,12-64
Japan,2021-11-26,65+
Japan,2021-11-27,12-64
Japan,2021-11-27,65+
Japan,2021-11-28,12-64
Japan,2021-11-28,65+
Japan,2021-11-29,12-64
Japan,2021-11-29,65+
Japan,2021-11-30,12-64
Japan,2021-11-30,65+
Japan,2021-12-01,12-64
Japan,2021-12-01,65+
Japan,2021-12-02,12-64
Japan,2021-12-02,65+
Japan,2021-12-03,12-64
Japan,2021-12-03,65+
Japan,2021-12-04,12-64
Japan,2021-12-04,65+
Japan,2021-12-05,12-64
Japan,2021-12-05,65+
Japan,2021-12-06,12-64
Japan,2021-12-06,65+
Japan,2021-12-07,12-64
Japan,2021-12-07,65+
Japan,2021-12-08,12-64
Japan,2021-12-08,65+
Japan,2021-12-09,12-64
Japan,2021-12-09,65+
Japan,2021-12-10,12-64
Japan,2021-12-10,65+
Japan,2021-12-11,12-64
Japan,2021-12-11,65+
Japan,2021-12-12,12-64
Japan,2021-12-12,65+
Japan,2021-12-13,12-64
Japan,2021-12-13,65+
Japan,2021-12-14,12-64
Japan,2021-12-14,65+
Japan,2021-12-15,12-64
Japan,2021-12-15,65+
Japan,2021-12-16,12-64
Japan,2021-12-16,65+
Japan,2021-12-17,12-64
Japan,2021-12-17,65+
Japan,2021-12-18,12-64
Japan,2021-12-18,65+
Japan,2021-12-19,12-64
Japan,2021-12-19,65+
Japan,2021-12-20,12-64
Japan,2021-12-20,65+
Japan,2021-12-21,12-64
Japan,2021-12-21,65+
Japan,2021-12-22,12-64
Japan,2021-12-22,65+
Japan,2021-12-23,12-64
Japan,2021-12-23,65+
Japan,2021-12-24,12-64
Japan,2021-12-24,65+
Japan,2021-12-25,12-64
Japan,2021-12-25,65+
Japan,2021-12-26,12-64
Japan,2021-12-26,65+
Japan,2021-12-27,12-64
Japan,2021-12-27,65+
Japan,2021-12-28,12-64
Japan,2021-12-28,65+
Japan,2021-12-29,12-64
Japan,2021-12-29,65+
Japan,2021-12-30,12-64
Japan,2021-12-30,65+
Japan,2021-12-31,12-64
Japan,2021-12-31,65+
Japan,2022-01-01,12-64
Japan,2022-01-01,65+
Japan,2022-01-02,12-64
Japan,2022-01-02,65+
Japan,2022-01-03,12-64
Japan,2022-01-03,65+
Japan,2022-01-04,12-64
Japan,2022-01-04,65+
Japan,2022-01-05,12-64
Japan,2022-01-05,65+
Japan,2022-01-06,12-64
Japan,2022-01-06,65+
Japan,2022-01-07,12-64
Japan,2022-01-07,65+
Japan,2022-01-08,12-64
Japan,2022-01-08,65+
Japan,2022-01-09,12-64
Japan,2022-01-09,65+
Japan,2022-01-10,12-64
Japan,2022-01-10,65+
Japan,2022-01-11,12-64
Japan,2022-01-11,65+
Japan,2022-01-12,12-64
Japan,2022-01-12,65+
Japan,2022-01-13,12-64
Japan,2022-01-13,65+
Japan,2022-01-14,12-64
Japan,2022-01-14,65+
Japan,2022-01-15,12-64
Japan,2022-01-15,65+
Japan,2022-01-16,12-64
Japan,2022-01-16,65+
Japan,2022-01-17,12-64
Japan,2022-01-17,65+
Japan,2022-01-18,12-64
Japan,2022-01-18,65+
Japan,2022-01-19,12-64
Japan,2022-01-19,65+
Japan,2022-01-20,12-64
Japan,2022-01-20,65+
Japan,2022-01-21,12-64
Japan,2022-01-21,65+
Japan,2022-01-22,12-64
Japan,2022-01-22,65+
Japan,2022-01-23,12-64
Japan,2022-01-23,65+
Japan,2022-01-24,12-64
Japan,2022-01-24,65+
Japan,2022-01-25,12-64
Japan,2022-01-25,65+
Japan,2022-01-26,12-64
Japan,2022-01-26,65+
Japan,2022-01-27,12-64
Japan,2022-01-27,65+
Japan,2022-01-28,12-64
Japan,2022-01-28,65+
Japan,2022-01-29,12-64
Japan,2022-01-29,65+
Japan,2022-01-30,12-64
Japan,2022-01-30,65+
Japan,2022-01-31,12-64
Japan,2022-01-31,65+
Japan,2022-02-01,12-64
Japan,2022-02-01,65+
Japan,2022-02-02,12-64
Japan,2022-02-02,65+
Japan,2022-02-03,12-64
Japan,2022-02-03,65+
Japan,2022-02-04,12-64
Japan,2022-02-04,65+
Japan,2022-02-05,12-64
Japan,2022-02-05,65+
Japan,2022-02-06,12-64
Japan,2022-02-06,65+
Japan,2022-02-07,12-64
Japan,2022-02-07,65+
Japan,2022-02-08,12-64
Japan,2022-02-08,65+
Japan,2022-02-09,12-64
Japan,2022-02-09,65+
Japan,2022-02-10,12-64
Japan,2022-02-10,65+
Japan,2022-02-11,12-64
Japan,2022-02-11,65+
Japan,2022-02-12,12-64
Japan,2022-02-12,65+
Japan,2022-02-13,12-64
Japan,2022-02-13,65+
Japan,2022-02-14,12-64
Japan,2022-02-14,65+
Japan,2022-02-15,12-64
Japan,2022-02-15,65+
Japan,2022-02-16,12-64
Japan,2022-02-16,65+
Japan,2022-02-17,12-64
Japan,2022-02-17,65+
Japan,2022-02-18,12-64
Japan,2022-02-18,65+
Japan,2022-02-19,12-64
Japan,2022-02-19,65+
Japan,2022-02-20,12-64
Japan,2022-02-20,65+
Japan,2022-02-21,12-64
Japan,2022-02-21,65+
Japan,2022-02-22,12-64
Japan,2022-02-22,65+
Japan,2022-02-23,12-64
Japan,2022-02-23,65+
Japan,2022-02-24,12-64
Japan,2022-02-24,65+
Japan,2022-02-25,12-64
Japan,2022-02-25,65+
Japan,2022-02-26,12-64
Japan,2022-02-26,5-11
Japan,2022-02-26,65+
Japan,2022-02-27,12-64
Japan,2022-02-27,5-11
Japan,2022-02-27,65+
Japan,2022-02-28,12-64
Japan,2022-02-28,5-11
Japan,2022-02-28,65+
Japan,2022-03-01,12-64
Japan,2022-03-01,5-11
Japan,2022-03-01,65+
Japan,2022-03-02,12-64
Japan,2022-03-02,5-11
Japan,2022-03-02,65+
Japan,2022-03-03,12-64
Japan,2022-03-03,5-11
Japan,2022-03-03,65+
Japan,2022-03-04,12-64
Japan,2022-03-04,5-11
Japan,2022-03-04,65+
Japan,2022-03-05,12-64
Japan,2022-03-05,5-11
Japan,2022-03-05,65+
Japan,2022-03-06,12-64
Japan,2022-03-06,5-11
Japan,2022-03-06,65+
Japan,2022-03-07,12-64
Japan,2022-03-07,5-11
Japan,2022-03-07,65+
Japan,2022-03-08,12-64
Japan,2022-03-08,5-11
Japan,2022-03-08,65+
Japan,2022-03-09,12-64
Japan,2022-03-09,5-11
Japan,2022-03-09,65+
Japan,2022-03-10,12-64
Japan,2022-03-10,5-11
Japan,2022-03-10,65+
Japan,2022-03-11,12-64
Japan,2022-03-11,5-11
Japan,2022-03-11,65+
Japan,2022-03-12,12-64
Japan,2022-03-12,5-11
Japan,2022-03-12,65+
Japan,2022-03-13,12-64
Japan,2022-03-13,5-11
Japan,2022-03-13,65+
Japan,2022-03-14,12-64
Japan,2022-03-14,5-11
Japan,2022-03-14,65+
Japan,2022-03-15,12-64
Japan,2022-03-15,5-11
Japan,2022-03-15,65+
Japan,2022-03-16,12-64
Japan,2022-03-16,5-11
Japan,2022-03-16,65+
Japan,2022-03-17,12-64
Japan,2022-03-17,5-11
Japan,2022-03-17,65+
Japan,2022-03-18,12-64
Japan,2022-03-18,5-11
Japan,2022-03-18,65+
Japan,2022-03-19,12-64
Japan,2022-03-19,5-11
Japan,2022-03-19,65+
Japan,2022-03-20,12-64
Japan,2022-03-20,5-11
Japan,2022-03-20,65+
Japan,2022-03-21,12-64
Japan,2022-03-21,5-11
Japan,2022-03-21,65+
Japan,2022-03-22,12-64
Japan,2022-03-22,5-11
Japan,2022-03-22,65+
Japan,2022-03-23,12-64
Japan,2022-03-23,5-11
Japan,2022-03-23,65+
Japan,2022-03-24,12-64
Japan,2022-03-24,5-11
Japan,2022-03-24,65+
Japan,2022-03-25,12-64
Japan,2022-03-25,5-11
Japan,2022-03-25,65+
Japan,2022-03-26,12-64
Japan,2022-03-26,5-11
Japan,2022-03-26,65+
Japan,2022-03-27,12-64
Japan,2022-03-27,5-11
Japan,2022-03-27,65+
Japan,2022-03-28,12-64
Japan,2022-03-28,5-11
Japan,2022-03-28,65+
Japan,2022-03-29,12-64
Japan,2022-03-29,5-11
Japan,2022-03-29,65+
Japan,2022-03-30,12-64
Japan,2022-03-30,5-11
Japan,2022-03-30,65+
Japan,2022-03-31,12-64
Japan,2022-03-31,5-11
Japan,2022-03-31,65+
Japan,2022-04-01,12-64
Japan,2022-04-01,5-11
Japan,2022-04-01,65+
Japan,2022-04-02,12-64
Japan,2022-04-02,5-11
Japan,2022-04-02,65+
Japan,2022-04-03,12-64
Japan,2022-04-03,5-11
Japan,2022-04-03,65+
Japan,2022-04-04,12-64
Japan,2022-04-04,5-11
Japan,2022-04-04,65+
Japan,2022-04-05,12-64
Japan,2022-04-05,5-11
Japan,2022-04-05,65+
Japan,2022-04-06,12-64
Japan,2022-04-06,5-11
Japan,2022-04-06,65+
Japan,2022-04-07,12-64
Japan,2022-04-07,5-11
Japan,2022-04-07,65+
Japan,2022-04-08,12-64
Japan,2022-04-08,5-11
Japan,2022-04-08,65+
Japan,2022-04-09,12-64
Japan,2022-04-09,5-11
Japan,2022-04-09,65+
Japan,2022-04-10,12-64
Japan,2022-04-10,5-11
Japan,2022-04-10,65+
Japan,2022-04-11,12-64
Japan,2022-04-11,5-11
Japan,2022-04-11,65+
Japan,2022-04-12,12-64
Japan,2022-04-12,5-11
Japan,2022-04-12,65+
Japan,2022-04-13,12-64
Japan,2022-04-13,5-11
Japan,2022-04-13,65+
Japan,2022-04-14,12-64
Japan,2022-04-14,5-11
Japan,2022-04-14,65+
Japan,2022-04-15,12-64
Japan,2022-04-15,5-11
Japan,2022-04-15,65+
Japan,2022-04-16,12-64
Japan,2022-04-16,5-11
Japan,2022-04-16,65+
Japan,2022-04-17,12-64
Japan,2022-04-17,5-11
Japan,2022-04-17,65+
Japan,2022-04-18,12-64
Japan,2022-04-18,5-11
Japan,2022-04-18,65+
Japan,2022-04-19,12-64
Japan,2022-04-19,5-11
Japan,2022-04-19,65+
Japan,2022-04-20,12-64
Japan,2022-04-20,5-11
Japan,2022-04-20,65+
Japan,2022-04-21,12-64
Japan,2022-04-21,5-11
Japan,2022-04-21,65+
Japan,2022-04-22,12-64
Japan,2022-04-22,5-11
Japan,2022-04-22,65+
Japan,2022-04-23,12-64
Japan,2022-04-23,5-11
Japan,2022-04-23,65+
Japan,2022-04-24,12-64
Japan,2022-04-24,5-11
